customerid,personid,storeid,territoryid,rowguid,modifieddate
19036,15857,None,10,40ec06a6-27e7-44f5-8a6f-9ae5ca1f24ea,2014-09-12 11:15:07.263000
19037,10788,None,10,406bcd43-bfd6-49d4-a248-5037c23a3c4f,2014-09-12 11:15:07.263000
19038,10991,None,8,552aff11-b71e-4552-a2f4-9eee6d16418f,2014-09-12 11:15:07.263000
19039,4380,None,7,cce199e9-237a-40d9-9f66-7b831eb073c9,2014-09-12 11:15:07.263000
19040,5473,None,8,437696d4-ecf4-46c8-aa12-3a02278bbf0b,2014-09-12 11:15:07.263000
19041,5945,None,7,c898decf-4fba-4212-ad54-bee5ea7a3107,2014-09-12 11:15:07.263000
19042,5599,None,8,355539f4-0f26-4297-90ac-1ce9c1756007,2014-09-12 11:15:07.263000
19043,12083,None,8,66acdb32-83ce-4ff8-af0c-5baf8619a7fd,2014-09-12 11:15:07.263000
19044,3826,None,10,24e5adb5-4e0a-480c-ae58-9c8bf39d9963,2014-09-12 11:15:07.263000
19045,11783,None,7,5ae2560e-25ea-4c31-b7e5-6075e8e45dd6,2014-09-12 11:15:07.263000
19046,3588,None,8,ac4b81dc-9d54-442d-82aa-8df5951fa285,2014-09-12 11:15:07.263000
19047,10794,None,10,aca67491-a117-45e9-a25d-75918fb5aedc,2014-09-12 11:15:07.263000
19048,3926,None,10,9d55d464-47a7-435f-af28-ebdd7a4f0fdc,2014-09-12 11:15:07.263000
19049,19068,None,10,fa4a1287-18f9-4d3a-9f07-5e1937959894,2014-09-12 11:15:07.263000
19050,20066,None,10,48976b88-74fe-4477-847b-019d6f3e746b,2014-09-12 11:15:07.263000
19051,3584,None,7,aabba535-c50e-4854-992f-dd20d6716e72,2014-09-12 11:15:07.263000
19052,10673,None,7,b7d79100-7009-4c8d-975f-156036645db3,2014-09-12 11:15:07.263000
19053,11830,None,8,137724ed-524f-426e-96cf-5319053fb2c1,2014-09-12 11:15:07.263000
19054,10959,None,10,8a854049-0a26-42d1-9fb7-8e2cb3f06722,2014-09-12 11:15:07.263000
19055,15164,None,10,47b1daa2-fcc2-42f6-85d3-f486cfeb6bda,2014-09-12 11:15:07.263000
19056,7526,None,7,e28e39a7-2195-419e-8cbe-d8b6fd633f08,2014-09-12 11:15:07.263000
19057,13996,None,8,3538b9f4-8961-420d-a846-4cb9fb195bac,2014-09-12 11:15:07.263000
19058,20398,None,10,ef219d98-6991-4ac1-8da9-b38ffb9cbb81,2014-09-12 11:15:07.263000
19059,20220,None,10,653df20a-f1ba-415b-b2e3-1351482fff0e,2014-09-12 11:15:07.263000
19060,3064,None,10,b1ca7fd4-894a-4927-959f-78fe57fff5c5,2014-09-12 11:15:07.263000
19061,2643,None,7,accceab4-3f29-40a1-aca5-ad09c579185b,2014-09-12 11:15:07.263000
19062,2480,None,7,489b0a62-014c-464e-a076-f603c05b180d,2014-09-12 11:15:07.263000
19063,3325,None,7,05533637-e15a-4684-81da-54386126906e,2014-09-12 11:15:07.263000
19064,18978,None,8,cb95e272-539c-4290-8b6f-cc18de151773,2014-09-12 11:15:07.263000
19065,10151,None,8,5b743372-6275-44f2-9eac-7d3e0febef21,2014-09-12 11:15:07.263000
19066,7003,None,10,b4c70261-3f08-4e44-bfdf-66e9491db26e,2014-09-12 11:15:07.263000
19067,16456,None,8,fcfcd350-de17-4e39-8179-f6e7487d3714,2014-09-12 11:15:07.263000
19068,1779,None,8,658ef9bf-8345-462e-b962-a7025c85fcca,2014-09-12 11:15:07.263000
19069,17484,None,7,f53e12c4-9e75-4d7f-9f37-8f8bff3439db,2014-09-12 11:15:07.263000
19070,16115,None,10,3943c18c-2923-4b79-8ff8-5042f6848a73,2014-09-12 11:15:07.263000
19071,11043,None,10,923093c2-c667-4f7f-a341-61e517aeb92b,2014-09-12 11:15:07.263000
19072,11861,None,10,93766bc7-5282-4c58-8f6c-6a2c06fdc2bb,2014-09-12 11:15:07.263000
19073,1780,None,10,49f0e9ee-f0c7-4a68-92a2-02c5d5bad437,2014-09-12 11:15:07.263000
19074,12305,None,7,5fd31c38-a42e-4d79-834a-3cf4bfbf19d7,2014-09-12 11:15:07.263000
19075,17999,None,7,fc409427-afbe-4f61-9a91-99d50b226c51,2014-09-12 11:15:07.263000
19076,12982,None,7,16187cae-a6d3-4a77-bd9a-0efe71e91e82,2014-09-12 11:15:07.263000
19077,11651,None,10,65dcbac5-4533-4c95-ba54-7281b0707d87,2014-09-12 11:15:07.263000
19078,16442,None,7,ab409dfd-f012-4bab-8af6-9303ce1bd9b2,2014-09-12 11:15:07.263000
19079,19523,None,7,bf00066c-c158-43e9-895f-6aae30b89825,2014-09-12 11:15:07.263000
19080,11751,None,7,be4a7fc2-6d02-4874-b8e6-9b3e52bbc0b0,2014-09-12 11:15:07.263000
19081,18544,None,8,86dadb59-9159-4e53-b8f5-84f8589298fa,2014-09-12 11:15:07.263000
19082,4272,None,10,7559c14c-a844-45d7-ab9c-b7ca0c0a7c0f,2014-09-12 11:15:07.263000
19083,15223,None,9,184423e4-41dd-41a8-8639-df97dd0f47ed,2014-09-12 11:15:07.263000
19084,12334,None,9,1015fc3b-87fb-47b6-9369-8f2e0ca5a387,2014-09-12 11:15:07.263000
19085,3566,None,9,eb758251-eef8-4f0f-bceb-66f29d33334e,2014-09-12 11:15:07.263000
19086,4221,None,9,709a686c-353e-4915-a523-c1c22cfb51da,2014-09-12 11:15:07.263000
19087,2488,None,9,88bdb015-f16d-4496-8789-fea50ccf0572,2014-09-12 11:15:07.263000
19088,12858,None,9,0645c058-2440-4719-951a-99f009ef3ec0,2014-09-12 11:15:07.263000
19089,7651,None,9,6abaf1b4-7216-4ce1-ad3d-143d469e38d9,2014-09-12 11:15:07.263000
19090,11612,None,9,a118460e-5d22-4daf-845f-0fa208530cff,2014-09-12 11:15:07.263000
19091,9255,None,9,d4fc241b-4408-47c9-af08-0a3986140000,2014-09-12 11:15:07.263000
19092,16292,None,9,359f3474-4198-4888-98b7-2a20d254a77b,2014-09-12 11:15:07.263000
19093,20022,None,9,dd8c90c0-2969-4ae4-9d41-11ada59db73b,2014-09-12 11:15:07.263000
19094,18198,None,9,2eab9bbe-d46a-49e8-bce4-9b1548ebe80b,2014-09-12 11:15:07.263000
19095,10614,None,9,faa95387-ee20-48f0-bf04-5ffcc64dd59c,2014-09-12 11:15:07.263000
19096,19407,None,9,7087939a-26ee-465b-acdd-834cf9c27e65,2014-09-12 11:15:07.263000
19097,4555,None,9,31f497b5-27df-481e-b727-d14a170355d8,2014-09-12 11:15:07.263000
19098,4447,None,9,ad4422b2-93f1-4779-b74c-04f91ce22446,2014-09-12 11:15:07.263000
19099,8656,None,9,36aa7e50-c731-41f5-9733-8f2fcb5a6938,2014-09-12 11:15:07.263000
19100,20309,None,9,817b7439-13a7-49bb-84d7-98c965ceef49,2014-09-12 11:15:07.263000
19101,17782,None,9,2586e18c-6669-4b97-8a2a-4a28bef2f9a0,2014-09-12 11:15:07.263000
19102,5864,None,9,1c5cfc6a-9764-42cb-9f47-eea18c9815b3,2014-09-12 11:15:07.263000
19103,15899,None,9,656948a1-237d-42a7-ba45-a4be91aed39d,2014-09-12 11:15:07.263000
19104,8388,None,9,41d0e604-3ff0-4d71-a244-97261b632761,2014-09-12 11:15:07.263000
19105,18617,None,9,d278fe81-cc1e-4aba-b88c-9566335bfaa0,2014-09-12 11:15:07.263000
19106,8056,None,9,299e8d04-5e8f-4c83-9101-94bf109ef745,2014-09-12 11:15:07.263000
19107,7628,None,1,0b7a9d4a-1223-46a3-80ff-e32bc4c2bd93,2014-09-12 11:15:07.263000
19108,3370,None,1,5c111cc9-fe84-4313-a399-56221be577ea,2014-09-12 11:15:07.263000
19109,7938,None,4,f61751e0-b50c-4baf-b39d-7ada0f31ce09,2014-09-12 11:15:07.263000
19110,14177,None,4,d9935965-14d8-456f-a17b-9b4754170f0a,2014-09-12 11:15:07.263000
19111,7999,None,4,cce36ce8-e78a-4795-83f9-b5a9023d8142,2014-09-12 11:15:07.263000
19112,19454,None,4,190167d1-a3ed-48eb-8ee0-803498fd9b9a,2014-09-12 11:15:07.263000
19113,5494,None,6,48bd9d02-6c96-46af-b282-d1d52b51cc49,2014-09-12 11:15:07.263000
19114,2700,None,4,e00ded40-32ca-4caa-9ee0-74b0c11a4f56,2014-09-12 11:15:07.263000
19115,9494,None,4,a4fd2cbe-6409-4c92-aee5-179588003763,2014-09-12 11:15:07.263000
19116,6472,None,6,ec64d466-ad9d-4df6-aeeb-801c0019a415,2014-09-12 11:15:07.263000
19117,20615,None,4,63584973-c0fa-4679-b925-b1f7c277fb64,2014-09-12 11:15:07.263000
19118,4705,None,6,4be45c49-c74f-4ee6-91a9-a7545458e5f2,2014-09-12 11:15:07.263000
19119,5604,None,1,58dccc84-3686-47a7-a073-0ae8acf0743b,2014-09-12 11:15:07.263000
19120,5582,None,1,3a8a5378-20c6-4854-a8e2-d736674348f3,2014-09-12 11:15:07.263000
19121,20558,None,4,74489d40-3260-4a2e-9bd0-c9b558beb7a5,2014-09-12 11:15:07.263000
19122,12193,None,4,0525607e-c0cd-4d58-b87e-66b8d7fed4bc,2014-09-12 11:15:07.263000
19123,19559,None,6,b508be53-c2d4-495f-9ed2-fa71f40c7d8f,2014-09-12 11:15:07.263000
19124,15170,None,4,7705fddd-8f84-46c6-9a4c-2a77e8bdb5a3,2014-09-12 11:15:07.263000
19125,6316,None,1,a4d1dfcd-bd21-4c9b-8993-83323146a49a,2014-09-12 11:15:07.263000
19126,16089,None,1,e533946f-c84f-4708-b23d-d72bc0bf3898,2014-09-12 11:15:07.263000
19127,9512,None,1,a1d035f5-3fb2-45cd-8ff5-1035a281e740,2014-09-12 11:15:07.263000
19128,12331,None,4,5dc5bc82-3714-4808-846d-41afcbf2230a,2014-09-12 11:15:07.263000
19129,13261,None,4,6acb90ab-f8e9-43ab-a1aa-36a03f97c8ea,2014-09-12 11:15:07.263000
19130,10343,None,4,f37a82db-2ce0-4122-917e-c2d7a4be7e9d,2014-09-12 11:15:07.263000
19131,15002,None,1,e087ff38-38f7-4cf1-a0e8-d86d9af87622,2014-09-12 11:15:07.263000
19132,6714,None,1,71c2a220-e0a5-4a95-ad4a-cad7fc7b3ffe,2014-09-12 11:15:07.263000
19133,17793,None,1,dc68a9e3-49ea-4a86-bdd0-643ca8c45bd7,2014-09-12 11:15:07.263000
19134,10942,None,4,00ea64eb-694a-4382-a30d-70e396e56a94,2014-09-12 11:15:07.263000
19135,17667,None,1,542ccf31-5993-42c7-bfb2-e525ddce19c0,2014-09-12 11:15:07.263000
19136,14915,None,1,4b7a2f98-2333-4cde-8a00-fcd1306545bd,2014-09-12 11:15:07.263000
19137,5305,None,1,0d2cca10-5762-4b1b-aec2-1d7da8148186,2014-09-12 11:15:07.263000
19138,5277,None,1,8cbc8fa5-5ff2-4164-91df-af74bfd5b14a,2014-09-12 11:15:07.263000
19139,13390,None,1,17f495f4-617e-4fa4-89fe-0880fde6bcd9,2014-09-12 11:15:07.263000
19140,9084,None,4,1fa7d178-1c0c-4262-8601-656152a08b3b,2014-09-12 11:15:07.263000
19141,17728,None,1,39eae9ce-1a05-4d8d-aea0-a9684784d19a,2014-09-12 11:15:07.263000
19142,13468,None,4,b9bc7c03-1240-4cdf-b3d0-64182a21985d,2014-09-12 11:15:07.263000
19143,19047,None,1,82d3c39b-c6dc-4709-b2ff-c3cc642312ab,2014-09-12 11:15:07.263000
19144,13167,None,4,c2dca3fd-6d1f-438c-bc12-7304337d3094,2014-09-12 11:15:07.263000
19145,3143,None,4,617588bc-f0df-4cb0-b289-af5ca7b99958,2014-09-12 11:15:07.263000
19146,8698,None,4,0be35415-6deb-4557-913f-a129a02e16b5,2014-09-12 11:15:07.263000
19147,4242,None,6,869a8687-b3e1-4442-bb5e-40ee371fff0a,2014-09-12 11:15:07.263000
19148,14569,None,1,7972688d-18a8-4cf6-9e30-eee03e859b9b,2014-09-12 11:15:07.263000
19149,15595,None,1,a32bd801-7446-4e58-9ae3-7778c25a5e5c,2014-09-12 11:15:07.263000
19150,3232,None,6,62c498db-f2d5-4f4e-8429-dc8fbdf08e3e,2014-09-12 11:15:07.263000
19151,14680,None,1,c80f41e1-7fb2-4e12-927b-41ac5034e9c7,2014-09-12 11:15:07.263000
19152,17730,None,1,9b2ca4b8-ef87-4741-96c6-439a7eb48117,2014-09-12 11:15:07.263000
19153,6981,None,4,2e10f951-6a02-4d47-ba1a-c2500d58cc6a,2014-09-12 11:15:07.263000
19154,1781,None,1,89d08fb8-4260-40ac-ab9a-1480bbb22f60,2014-09-12 11:15:07.263000
19155,6790,None,4,62e067a5-1e34-4079-b190-2169aedcd802,2014-09-12 11:15:07.263000
19156,20397,None,1,ff8df467-b1c5-4c0a-83ec-fb34aa9beda0,2014-09-12 11:15:07.263000
19157,5023,None,1,a7303c09-e3e3-4092-a3c3-e61a24e4abf9,2014-09-12 11:15:07.263000
19158,20101,None,4,28f3d64a-0c98-45be-b5c4-dd94815b3855,2014-09-12 11:15:07.263000
19159,4580,None,4,a7fba441-fa2e-4fc7-a64b-4e7750cec680,2014-09-12 11:15:07.263000
19160,10073,None,4,283d3d78-7b72-465f-84b0-3d246e92350e,2014-09-12 11:15:07.263000
19161,13518,None,4,3e8f6d00-7638-47f3-bc60-0eef7e8a8643,2014-09-12 11:15:07.263000
19162,20437,None,4,bb827a2b-7ded-4446-adbd-3a3bb0b877b3,2014-09-12 11:15:07.263000
19163,8884,None,4,83a4f6fc-8100-4d94-a78b-937e921e48f8,2014-09-12 11:15:07.263000
19164,9236,None,4,630fd2a5-6014-46f4-9086-0f945c79482f,2014-09-12 11:15:07.263000
19165,7295,None,4,ac90c53d-ea4e-4a7f-9a05-13351143ea68,2014-09-12 11:15:07.263000
19166,19350,None,4,adb74aca-2294-4a67-b8df-2813f419caef,2014-09-12 11:15:07.263000
19167,9246,None,4,68acacfc-c955-479b-8fa0-cd86afd67bf5,2014-09-12 11:15:07.263000
19168,5981,None,1,6f3c6ada-ca4f-434c-958d-31df1f85c676,2014-09-12 11:15:07.263000
19169,7718,None,1,ee3b2464-0252-4598-b69a-f31adcfe0f60,2014-09-12 11:15:07.263000
19170,16166,None,1,c63fda46-90d8-4215-b389-2320d9443aa1,2014-09-12 11:15:07.263000
19171,8149,None,4,d2c5b933-1a2a-4cfb-803c-6f7a03d5e362,2014-09-12 11:15:07.263000
19172,9160,None,10,6642ffae-199f-4784-b21e-2d91dcf9df78,2014-09-12 11:15:07.263000
19173,12114,None,10,318fa344-55af-48ad-b28b-9d73f350abc7,2014-09-12 11:15:07.263000
19174,8558,None,7,3d295e97-f005-47d9-82b6-d82753a07525,2014-09-12 11:15:07.263000
19175,9115,None,10,083a9c81-99c8-4fe0-a4b8-84d2012b115f,2014-09-12 11:15:07.263000
19176,9702,None,8,0babd3ad-0d99-4a26-a3a6-3b2d26806c8b,2014-09-12 11:15:07.263000
19177,4663,None,8,9aed1cc6-95ff-44d7-8d19-150ade7541d6,2014-09-12 11:15:07.263000
19178,12463,None,8,e2e01566-be3f-4e38-b9ea-f6386089aebe,2014-09-12 11:15:07.263000
19179,16654,None,7,7b6a5655-e8c7-411c-bbee-8c71388296a8,2014-09-12 11:15:07.263000
19180,13567,None,7,56564248-84a5-4059-8b00-b68df7f45c7e,2014-09-12 11:15:07.263000
19181,20342,None,7,b864cd9d-8602-42cc-902a-73242bdc15f7,2014-09-12 11:15:07.263000
19182,14860,None,7,7106c457-b93c-43a1-baaf-71b29ded837d,2014-09-12 11:15:07.263000
19183,13199,None,7,21267011-7591-4fe4-92b3-17e4e7ddfecf,2014-09-12 11:15:07.263000
19184,13017,None,10,50c7001a-946b-4b7a-8d70-3d1f1775727d,2014-09-12 11:15:07.263000
19185,7733,None,7,89797b12-6c6c-4eb5-ad05-e5ca5fd2c453,2014-09-12 11:15:07.263000
19186,16020,None,10,95bc9ed0-8343-456f-b94c-326e36d0b25c,2014-09-12 11:15:07.263000
19187,5149,None,10,fd8020cf-c984-4166-a235-07852911b0a4,2014-09-12 11:15:07.263000
19188,4467,None,8,bd5fbdf7-84cc-435c-a881-108f7239d079,2014-09-12 11:15:07.263000
19189,20703,None,7,3a591ceb-8a10-4528-a6b0-bfe0ae89c7d3,2014-09-12 11:15:07.263000
19190,16938,None,10,7c0dd034-48c2-4fef-9a27-5c693be66530,2014-09-12 11:15:07.263000
19191,20511,None,8,f3dbe927-9f34-463a-ac13-fcae3688e9b4,2014-09-12 11:15:07.263000
19192,18689,None,10,27d1a04d-e9e9-4fcc-b344-1d39e09f8754,2014-09-12 11:15:07.263000
19193,12743,None,10,9771e3bf-82d6-41a0-b0a9-84b9ca07019c,2014-09-12 11:15:07.263000
19194,3833,None,7,c45ec660-9d56-47f9-8e4e-dd10d53dd262,2014-09-12 11:15:07.263000
19195,10225,None,10,051e23d9-e01b-46d9-9016-9337e2a0b54b,2014-09-12 11:15:07.263000
19196,20525,None,8,256b8168-c5a9-4785-94ad-4631e377bc52,2014-09-12 11:15:07.263000
19197,13800,None,8,2fe713c1-7c70-4f82-8696-e7ecfea0c98a,2014-09-12 11:15:07.263000
19198,7955,None,4,4834c8f1-6cde-44ab-a146-b68f6ec83a55,2014-09-12 11:15:07.263000
19199,18125,None,4,ad712cb7-af35-41aa-b2b7-c4ccf473557e,2014-09-12 11:15:07.263000
19200,5636,None,6,94cf74ce-da96-47ef-b528-57a70e1a0cb7,2014-09-12 11:15:07.263000
19201,14147,None,1,1576bfe5-6175-4d1e-9286-39501916c06b,2014-09-12 11:15:07.263000
19202,11740,None,1,280b7ec6-bac8-4dd6-abaa-c6d4797023c8,2014-09-12 11:15:07.263000
19203,10229,None,4,baa23269-9a5d-491f-9d8c-76eaef9f8cc4,2014-09-12 11:15:07.263000
19204,9276,None,1,0ec51b4e-0b4b-46a4-880d-49b195a9ff99,2014-09-12 11:15:07.263000
19205,6349,None,6,04f77bc2-de6a-459b-9607-79d0bc75ad6b,2014-09-12 11:15:07.263000
19206,20021,None,4,1da4ffd2-f3f9-494a-a721-ab8bb1bb0668,2014-09-12 11:15:07.263000
19207,4049,None,6,9ed69dff-99f8-4b34-9073-e3e19cecd209,2014-09-12 11:15:07.263000
19208,7168,None,1,ee39ddee-472c-4653-b6bb-0ff57d247cc4,2014-09-12 11:15:07.263000
19209,9875,None,1,2dc32447-7b82-4f33-90ea-8ab781e37df3,2014-09-12 11:15:07.263000
19210,12741,None,4,fac4d864-2c0b-4bd9-a077-7150eb274198,2014-09-12 11:15:07.263000
19211,11613,None,4,c4a3372b-8d49-465f-9378-7bdd06d9f487,2014-09-12 11:15:07.263000
19212,11735,None,1,47b4f2da-62dd-4f1e-9e3f-f1c43291f871,2014-09-12 11:15:07.263000
19213,3052,None,4,4e34acfd-dbfb-4239-8639-5635f473f910,2014-09-12 11:15:07.263000
19214,6823,None,4,acff3c5d-9d5f-4924-a1c7-bfdcfdbb0a40,2014-09-12 11:15:07.263000
19215,4265,None,1,e04e87a7-920c-46af-bf7d-5ce580703001,2014-09-12 11:15:07.263000
19216,17250,None,4,4400ad9a-689a-4e50-a0d0-b7f9667dc09d,2014-09-12 11:15:07.263000
19217,16325,None,6,ea256f9b-c7bc-4346-b1e0-39ede85bed91,2014-09-12 11:15:07.263000
19218,14131,None,4,4ac1c979-1f15-444e-a320-f8a4cddae566,2014-09-12 11:15:07.263000
19219,8197,None,1,613c977b-b8e7-4023-91d3-57497ca8c090,2014-09-12 11:15:07.263000
19220,9530,None,6,742e932a-4757-4b93-8334-d2160df115ac,2014-09-12 11:15:07.263000
19221,11120,None,4,28c10994-f9a8-4ede-91ca-8a627b592603,2014-09-12 11:15:07.263000
19222,17502,None,1,540cdcd4-c9c5-4fd7-aef2-c197e4e0c997,2014-09-12 11:15:07.263000
19223,9215,None,6,ee6a946f-33fa-4295-b125-bb9e4380ff7a,2014-09-12 11:15:07.263000
19224,3109,None,6,fbeefc30-90e9-4c97-9553-4f929ebc471e,2014-09-12 11:15:07.263000
19225,14108,None,4,741f65b4-8257-4196-a429-37c97055848f,2014-09-12 11:15:07.263000
19226,6871,None,4,832ca229-e433-4bbf-a052-905b5a91d3b8,2014-09-12 11:15:07.263000
19227,16317,None,1,f524aa9f-55b2-41be-9af1-60837411f98d,2014-09-12 11:15:07.263000
19228,20695,None,1,29a605e7-43c0-4fbf-acff-cb0c902fef9b,2014-09-12 11:15:07.263000
19229,18140,None,4,38e80211-9c1f-45cf-b2d5-2f15956b5377,2014-09-12 11:15:07.263000
19230,14000,None,4,9dc01d1c-1c00-499c-9977-62be6aa8f9a1,2014-09-12 11:15:07.263000
19231,18806,None,4,fe0888e2-f897-4b0e-bcb9-ffc7fc8ed848,2014-09-12 11:15:07.263000
19232,17791,None,6,bc3845c2-77bf-44da-919a-e01867fe116a,2014-09-12 11:15:07.263000
19233,12755,None,4,21b73038-49dc-4a9b-b525-29439e967d82,2014-09-12 11:15:07.263000
19234,5371,None,4,08f53e9b-3a48-4c3d-ab11-446250be8d06,2014-09-12 11:15:07.263000
19235,12700,None,4,555e5c0b-27aa-4aab-b690-aa437a8470c9,2014-09-12 11:15:07.263000
19236,9636,None,1,fd6169d8-8d5b-4df8-9c4e-9dec6ef0ac4d,2014-09-12 11:15:07.263000
19237,14309,None,1,3295ff00-98c9-4b56-a6e7-20b8e8bdc829,2014-09-12 11:15:07.263000
19238,2457,None,1,1536483d-92e0-45ad-9b57-e2e0605db69b,2014-09-12 11:15:07.263000
19239,13530,None,1,c13a0b9a-9280-40ca-87e7-c8f6eb58d6c3,2014-09-12 11:15:07.263000
19240,13891,None,4,0dd04b10-1e24-4694-b150-c47fb32a3d6c,2014-09-12 11:15:07.263000
19241,15604,None,4,cd512c17-c3af-475e-a309-aade1b4e5fb2,2014-09-12 11:15:07.263000
19242,4972,None,4,86928359-fb08-4100-b040-7399f9bb27f4,2014-09-12 11:15:07.263000
19243,17614,None,4,edf47c97-c3c3-45be-bc8a-c47deb200a6e,2014-09-12 11:15:07.263000
19244,14289,None,4,afc11939-a435-430b-8359-086e1b55f58b,2014-09-12 11:15:07.263000
19245,16974,None,4,cea8d5bd-55cf-4e6e-a150-e2f677cd5c6d,2014-09-12 11:15:07.263000
19246,16183,None,1,e22f7df2-0387-43c9-9a1d-c430328730f8,2014-09-12 11:15:07.263000
19247,8982,None,10,4d528975-e78c-4266-b617-ae817129be4b,2014-09-12 11:15:07.263000
19248,8706,None,8,467e99e0-6648-47ff-947c-bbf8bda46226,2014-09-12 11:15:07.263000
19249,20343,None,8,e3fd7e8a-4ce1-4f8f-890d-148418efa54f,2014-09-12 11:15:07.263000
19250,12366,None,8,713c7076-7e0c-480f-b18a-bedd5c52dd6b,2014-09-12 11:15:07.263000
19251,19498,None,8,f3ab593a-8d92-4d25-b405-cd672e2ce2f8,2014-09-12 11:15:07.263000
19252,19832,None,7,57d965cd-c954-484d-b29f-527e978cc9bf,2014-09-12 11:15:07.263000
19253,3335,None,10,906cbfbc-e4cb-4531-bc99-eaa8d98d928f,2014-09-12 11:15:07.263000
19254,1782,None,8,6f8a4f34-176c-41cf-bee8-9267e35c4cab,2014-09-12 11:15:07.263000
19255,8074,None,7,affe893d-7f96-40b5-9c80-87ccb2fa24be,2014-09-12 11:15:07.263000
19256,3986,None,7,5f7c7fd6-a1db-4e46-b86e-27e01096fb3e,2014-09-12 11:15:07.263000
19257,18831,None,8,0a8c9fcb-17bb-46ef-9cfe-ef088c5cbd38,2014-09-12 11:15:07.263000
19258,19434,None,10,2fcb89fb-f621-4e29-bfc2-32ba28480758,2014-09-12 11:15:07.263000
19259,11548,None,8,c91d3729-547e-4f3f-990d-dc85f04d8e8b,2014-09-12 11:15:07.263000
19260,16384,None,10,3dd4a63b-823c-4c19-906c-e2646322e311,2014-09-12 11:15:07.263000
19261,2634,None,10,8a72cd86-d473-4b7a-b793-d5bc20c069d8,2014-09-12 11:15:07.263000
19262,10521,None,10,c11d4024-b89b-40c5-ac7a-be53c30e9319,2014-09-12 11:15:07.263000
19263,4451,None,10,8ccdc147-56fe-4f1d-90a8-8d499859d2b8,2014-09-12 11:15:07.263000
19264,16120,None,9,458e7084-716a-42f5-a810-f8fe1faaf167,2014-09-12 11:15:07.263000
19265,5351,None,9,55b2ab56-8900-47a1-a41a-5766c679d456,2014-09-12 11:15:07.263000
19266,9268,None,9,bd2a0efb-0979-4eb9-9efa-ec3465d5fb37,2014-09-12 11:15:07.263000
19267,11574,None,9,f43a755c-daa3-463d-8ccc-9866295af8a7,2014-09-12 11:15:07.263000
19268,20138,None,9,b336f1b6-7587-4118-a4c0-20a6995458e8,2014-09-12 11:15:07.263000
19269,18570,None,9,ba6d5f75-8211-4781-aa66-5ffc1f1f6ef1,2014-09-12 11:15:07.263000
19270,20366,None,9,1c57bfc5-6e82-4c28-b964-9d165593fd2e,2014-09-12 11:15:07.263000
19271,16116,None,9,a85e4454-fe0c-489a-85fe-e18d5e9f0c2b,2014-09-12 11:15:07.263000
19272,17103,None,7,96b42cf5-a1c1-461b-a036-799ab55a3b3a,2014-09-12 11:15:07.263000
19273,2725,None,7,0a678db6-88a9-4bc1-9f40-b6c21734b6d4,2014-09-12 11:15:07.263000
19274,17396,None,8,e6ce3b0d-7b98-42b1-8b2c-e5cabcbfabff,2014-09-12 11:15:07.263000
19275,2599,None,7,f8382802-34e3-470b-bbd6-c4cb8d353220,2014-09-12 11:15:07.263000
19276,11199,None,7,223a4a9a-c2b8-4f9c-93d6-597f6a3a4c51,2014-09-12 11:15:07.263000
19277,15737,None,7,681a1906-7280-4086-81a7-0a7eb352b45e,2014-09-12 11:15:07.263000
19278,13356,None,10,1862606a-6a7b-4030-ac7c-201385d949ab,2014-09-12 11:15:07.263000
19279,12734,None,10,3d735176-bee7-4a18-802d-b5f20b56a87d,2014-09-12 11:15:07.263000
19280,8351,None,7,2e1010f3-2ec7-4a18-aec3-e04c432da084,2014-09-12 11:15:07.263000
19281,5979,None,7,64432655-a057-45dd-bef2-06f516740f39,2014-09-12 11:15:07.263000
19282,3182,None,7,780f810c-442d-4f7e-bc02-629216ef8820,2014-09-12 11:15:07.263000
19283,14256,None,8,c6a9d042-2ec9-4c17-811a-1f502d84eb0c,2014-09-12 11:15:07.263000
19284,13549,None,8,7e744435-1634-4f8f-9ccd-2c7a913c29cf,2014-09-12 11:15:07.263000
19285,8602,None,8,683e05af-128a-49d5-b6e4-49b4ab924a1b,2014-09-12 11:15:07.263000
19286,20633,None,8,3c9c9b8a-3bc6-480e-ba90-eb37b5fc499c,2014-09-12 11:15:07.263000
19287,19362,None,7,7a10ad26-5356-405b-bc0b-37aa40a7280d,2014-09-12 11:15:07.263000
19288,17789,None,8,5dfc4fd7-0356-431f-b6e6-a25efd09d667,2014-09-12 11:15:07.263000
19289,15886,None,8,86942d32-0cb2-420e-8684-89cea8581d99,2014-09-12 11:15:07.263000
19290,7824,None,10,12138cef-fc63-4eec-8919-505667773b1b,2014-09-12 11:15:07.263000
19291,12265,None,10,fd4ed3c5-dc9d-4e05-bc12-e630c4264721,2014-09-12 11:15:07.263000
19292,6566,None,7,5b77c433-1b02-42cc-a630-e0046cadde80,2014-09-12 11:15:07.263000
19293,20270,None,7,874b93f2-65b7-40ff-a0e3-e5058ec13b0d,2014-09-12 11:15:07.263000
19294,4048,None,8,671b617c-be25-4e0f-956a-87cefd0e332a,2014-09-12 11:15:07.263000
19295,10241,None,7,0cc89780-8f24-4cb8-bdb3-4988336f1a82,2014-09-12 11:15:07.263000
19296,5429,None,7,3174d3b4-0de2-489a-89b1-08640286091e,2014-09-12 11:15:07.263000
19297,3792,None,7,395b3a20-7ae8-4f3b-a1f0-a12363ec88fd,2014-09-12 11:15:07.263000
