salesorderid,creditcardid,cardtype
61072,16362,SuperiorCard
61073,15572,SuperiorCard
61074,7432,ColonialVoice
61076,521,SuperiorCard
61077,14691,SuperiorCard
61078,15638,ColonialVoice
61079,10687,Vista
61080,8481,SuperiorCard
61081,1457,Distinguish
61082,18080,SuperiorCard
61083,11324,Distinguish
61084,7004,Vista
61085,16106,SuperiorCard
61086,13338,SuperiorCard
61087,14874,SuperiorCard
61088,8571,SuperiorCard
61090,9757,SuperiorCard
61091,6185,SuperiorCard
61092,421,ColonialVoice
61093,16891,Vista
61094,60,Vista
61095,2387,ColonialVoice
61096,14904,SuperiorCard
61097,14231,Vista
61098,1739,SuperiorCard
61099,12827,Distinguish
61100,10362,Vista
61101,12595,SuperiorCard
61102,10188,Vista
61103,4112,SuperiorCard
61104,11851,Distinguish
61105,9066,Distinguish
61107,9793,ColonialVoice
61108,8141,Distinguish
61109,17470,ColonialVoice
61110,8747,Vista
61111,8042,Vista
61112,13655,Vista
61113,6323,ColonialVoice
61114,15266,Distinguish
61115,7358,Vista
61116,8705,SuperiorCard
61117,4879,Distinguish
61119,14910,Distinguish
61120,1129,ColonialVoice
61121,1129,ColonialVoice
61122,16511,Vista
61123,13891,SuperiorCard
61124,3702,SuperiorCard
61125,12415,SuperiorCard
61126,17652,Vista
61127,6160,SuperiorCard
61128,17431,ColonialVoice
61129,1833,SuperiorCard
61130,6501,ColonialVoice
61131,3922,Distinguish
61132,1627,SuperiorCard
61133,10108,Vista
61134,2873,SuperiorCard
61135,8206,ColonialVoice
61136,13570,Distinguish
61137,17045,Distinguish
61138,5677,Vista
61139,15566,ColonialVoice
61140,3716,SuperiorCard
61141,2412,Vista
61142,14318,Vista
61143,6289,Vista
61144,622,Vista
61145,6865,Distinguish
61146,11450,Vista
61147,9378,Vista
61148,5298,SuperiorCard
61149,6928,Distinguish
61150,18846,Vista
61151,14254,Vista
61152,11264,ColonialVoice
61154,17112,SuperiorCard
61155,1524,Distinguish
61156,19162,Vista
61157,15764,ColonialVoice
61158,14416,ColonialVoice
61159,6672,ColonialVoice
61160,18938,SuperiorCard
61161,15261,SuperiorCard
61162,15224,Vista
61163,9771,SuperiorCard
61164,15703,SuperiorCard
61165,11628,Vista
61166,11278,SuperiorCard
61167,10620,Vista
61168,2329,Vista
61169,8792,Distinguish
61170,16483,Vista
61171,12125,Vista
61172,8860,Distinguish
61173,16281,ColonialVoice
61174,18656,ColonialVoice
61175,706,Vista
61176,18946,SuperiorCard
61177,1346,Distinguish
61178,4322,Vista
61179,10456,ColonialVoice
61180,11110,ColonialVoice
61181,1862,ColonialVoice
61182,15232,Vista
61183,4052,ColonialVoice
61184,4830,ColonialVoice
61185,6626,Vista
61186,1566,ColonialVoice
61187,13693,Vista
61188,11416,Vista
61189,11886,Vista
61190,11046,Vista
61191,4931,Vista
61192,10,SuperiorCard
61193,14562,Vista
61194,18419,Distinguish
61195,3070,ColonialVoice
61196,6156,ColonialVoice
61197,8579,SuperiorCard
61198,8579,SuperiorCard
61199,13045,ColonialVoice
61200,7898,Distinguish
61201,14497,Distinguish
61202,10336,ColonialVoice
61203,14842,Vista
61204,923,Distinguish
61205,18868,Vista
61206,10370,SuperiorCard
61207,15538,Vista
61208,14535,SuperiorCard
61209,17774,Vista
61210,5868,SuperiorCard
61211,16021,SuperiorCard
61212,3764,Distinguish
61213,11679,Vista
61214,5710,Vista
61215,5439,SuperiorCard
61216,13779,Distinguish
61217,10709,Vista
61218,12,SuperiorCard
61219,8399,ColonialVoice
61220,18502,SuperiorCard
61221,3392,ColonialVoice
61222,3980,Vista
61223,18153,ColonialVoice
61224,1417,Vista
61225,16939,ColonialVoice
61226,16805,Distinguish
61227,6653,Distinguish
61228,17902,Vista
61229,14487,ColonialVoice
61230,2571,Vista
61231,12746,Distinguish
61232,18908,SuperiorCard
61233,1324,SuperiorCard
61234,2337,Vista
61235,16065,Distinguish
61236,8217,ColonialVoice
61237,8342,SuperiorCard
61238,1906,ColonialVoice
61239,1912,Distinguish
61240,17645,Distinguish
61241,19143,Distinguish
61242,1039,Vista
61243,7176,Vista
61244,15177,ColonialVoice
61245,12371,SuperiorCard
61246,11744,Vista
61247,242,SuperiorCard
61248,14928,Distinguish
61249,9949,Distinguish
61250,11984,Vista
61251,7001,ColonialVoice
61252,11888,SuperiorCard
61253,13699,SuperiorCard
61254,2847,Vista
61255,17174,Vista
61256,17239,ColonialVoice
61257,4983,ColonialVoice
61258,8672,ColonialVoice
61259,2519,Distinguish
61260,14612,ColonialVoice
61261,19043,Distinguish
61262,11888,SuperiorCard
61263,17164,ColonialVoice
61264,13054,Vista
61265,1039,Vista
61266,15784,Distinguish
61267,18825,ColonialVoice
61268,17308,ColonialVoice
61269,17395,Vista
61270,17910,ColonialVoice
61271,7400,Vista
61272,3519,ColonialVoice
61273,11360,SuperiorCard
61274,9077,Vista
61275,5914,Distinguish
61276,10857,SuperiorCard
61277,5376,Vista
61278,15450,Vista
61279,4116,Distinguish
61280,9704,Vista
61281,10875,Vista
61282,11291,Distinguish
61283,17247,ColonialVoice
61284,11990,Vista
61285,19217,Vista
61286,18732,Distinguish
61287,14901,ColonialVoice
61288,11978,Distinguish
61289,6242,Vista
61290,19054,ColonialVoice
61291,11864,SuperiorCard
61292,1045,Distinguish
61293,18124,Distinguish
61294,7912,Vista
61295,1422,SuperiorCard
61296,8402,ColonialVoice
61297,10585,ColonialVoice
61298,3992,Vista
61299,8783,ColonialVoice
61300,117,ColonialVoice
61301,10548,Vista
61302,19235,ColonialVoice
61303,13315,ColonialVoice
61304,17980,ColonialVoice
61305,18157,ColonialVoice
61306,11625,Distinguish
61307,17240,Vista
61308,8797,Distinguish
61309,15665,SuperiorCard
61310,10181,Distinguish
61311,11432,ColonialVoice
61312,13847,ColonialVoice
61313,17520,Distinguish
61314,17680,Distinguish
61315,2748,Vista
61316,17131,Distinguish
61317,5507,Distinguish
61318,6293,Vista
61319,7675,Vista
61320,18201,Distinguish
61321,820,ColonialVoice
61322,13484,Distinguish
61323,13984,SuperiorCard
61324,6070,ColonialVoice
61325,1096,ColonialVoice
61326,15178,SuperiorCard
61327,16415,Distinguish
61328,8353,ColonialVoice
61329,3231,SuperiorCard
61330,7543,Distinguish
61332,688,SuperiorCard
61333,11334,Distinguish
61334,5554,SuperiorCard
61335,12187,Vista
61336,9928,Vista
61337,10390,ColonialVoice
61339,14567,ColonialVoice
61340,7917,Vista
61341,16396,SuperiorCard
61342,10175,Vista
61344,13695,Distinguish
61345,10860,ColonialVoice
61346,10925,Distinguish
61347,2647,SuperiorCard
61348,2088,SuperiorCard
61349,15260,Vista
61350,16093,SuperiorCard
61351,11301,SuperiorCard
61352,7103,Distinguish
61353,14008,SuperiorCard
61354,15141,ColonialVoice
61355,15260,Vista
61356,18544,SuperiorCard
61357,13692,SuperiorCard
61358,8815,Distinguish
61359,691,Vista
61360,15314,Vista
61361,17525,SuperiorCard
61362,8175,SuperiorCard
61363,14068,Vista
61364,7899,SuperiorCard
61365,1709,SuperiorCard
61366,2387,ColonialVoice
61367,6498,Distinguish
61368,630,SuperiorCard
61369,5169,Vista
61370,13688,ColonialVoice
61372,2767,ColonialVoice
61373,18701,ColonialVoice
61374,289,Distinguish
61375,7857,ColonialVoice
61377,6305,SuperiorCard
61378,17383,SuperiorCard
61379,9109,ColonialVoice
61380,149,ColonialVoice
61381,14240,SuperiorCard
61383,3339,ColonialVoice
61384,8325,Vista
61386,5505,Vista
61387,8878,Vista
61388,18034,Distinguish
61389,8067,Vista
61390,17912,SuperiorCard
61392,14498,Distinguish
61393,8909,Distinguish
61394,13978,ColonialVoice
61395,1968,ColonialVoice
61396,6266,Distinguish
61397,6933,SuperiorCard
61398,7291,Vista
61399,8344,ColonialVoice
61400,17382,SuperiorCard
61401,17794,Distinguish
61402,9718,Vista
61403,2833,Vista
61404,8079,SuperiorCard
61405,9639,ColonialVoice
61409,9430,Vista
61410,2872,Vista
61411,4763,Vista
61412,6222,Distinguish
61413,12443,ColonialVoice
61414,15979,Distinguish
61415,6478,SuperiorCard
61416,9805,SuperiorCard
61417,8583,Vista
61418,12944,Distinguish
61420,18991,Vista
61421,18126,Distinguish
61422,3398,SuperiorCard
61423,11757,Vista
61424,9938,ColonialVoice
61425,8436,SuperiorCard
61426,16471,ColonialVoice
61427,3946,SuperiorCard
61428,17735,Vista
61429,17834,Vista
61430,1129,ColonialVoice
61431,14372,ColonialVoice
61432,19158,ColonialVoice
61433,3516,ColonialVoice
61434,14075,ColonialVoice
61435,11961,ColonialVoice
61437,12373,Distinguish
61438,12358,Distinguish
61440,15841,Distinguish
61441,18557,Distinguish
61442,8788,ColonialVoice
61443,18642,Distinguish
61444,1102,Distinguish
61445,9218,Distinguish
61446,12659,Vista
61447,14401,ColonialVoice
61448,8422,SuperiorCard
61449,14162,ColonialVoice
61450,354,SuperiorCard
61452,11884,Vista
61453,17103,Distinguish
61454,18034,Distinguish
61455,12716,Vista
61456,936,Distinguish
61457,11209,Distinguish
61458,8258,Vista
61459,3681,Distinguish
61460,15270,Distinguish
61461,17060,SuperiorCard
61462,12066,Distinguish
61463,18982,Vista
61464,343,Vista
61465,7700,Distinguish
61466,6877,SuperiorCard
61467,7206,SuperiorCard
61468,3593,SuperiorCard
61469,8704,SuperiorCard
61470,11686,Vista
61471,11782,ColonialVoice
61472,15285,SuperiorCard
61473,9946,SuperiorCard
61474,2386,ColonialVoice
61475,12397,Vista
61476,9677,SuperiorCard
61477,4142,ColonialVoice
61478,5022,ColonialVoice
61479,1182,Vista
61480,3000,SuperiorCard
61481,10639,Vista
61482,8995,SuperiorCard
61483,7228,ColonialVoice
61484,16970,ColonialVoice
61485,2145,Vista
61486,17709,ColonialVoice
61487,19100,Vista
61488,3072,SuperiorCard
61489,5454,Vista
61490,13533,ColonialVoice
61491,1169,Distinguish
61492,4718,Vista
61493,11585,ColonialVoice
61494,16181,Distinguish
61495,397,SuperiorCard
61496,18027,SuperiorCard
61497,3030,Distinguish
61498,18303,SuperiorCard
61499,2233,ColonialVoice
61500,10984,SuperiorCard
61501,3672,Distinguish
61502,10693,SuperiorCard
61503,10077,Vista
61504,3511,Distinguish
61505,15373,Distinguish
61506,3303,ColonialVoice
61507,3704,ColonialVoice
61508,18221,Distinguish
61509,16962,Distinguish
61510,12863,Distinguish
61511,8716,Distinguish
61512,13758,Vista
61513,2339,SuperiorCard
61514,4815,Distinguish
61515,8385,ColonialVoice
61516,16718,ColonialVoice
61517,14673,Vista
61518,14078,SuperiorCard
61519,14511,SuperiorCard
61520,3152,Vista
61522,17720,SuperiorCard
61523,13631,Distinguish
61524,6879,ColonialVoice
61525,16895,SuperiorCard
61526,8907,Distinguish
61527,332,SuperiorCard
61528,13622,SuperiorCard
61529,1259,Vista
61530,11145,ColonialVoice
61531,2621,ColonialVoice
61532,8885,SuperiorCard
61533,16376,ColonialVoice
61534,3161,SuperiorCard
61535,17643,Vista
61537,17367,ColonialVoice
61538,3557,SuperiorCard
61539,13714,Distinguish
61540,102,ColonialVoice
61541,13638,ColonialVoice
61542,6935,Distinguish
61543,2,Distinguish
61544,4281,SuperiorCard
61545,18906,SuperiorCard
61546,912,ColonialVoice
61547,1933,Distinguish
61548,9240,SuperiorCard
61549,15103,SuperiorCard
61551,1966,Vista
61552,10017,ColonialVoice
61553,18043,ColonialVoice
61554,9391,Distinguish
61555,10261,Distinguish
61556,12094,Vista
61557,2469,SuperiorCard
61558,14543,Vista
61559,810,Vista
61560,16294,SuperiorCard
61562,903,SuperiorCard
61563,5330,SuperiorCard
61564,15291,Vista
61565,1494,Distinguish
61566,4161,ColonialVoice
61567,9368,Vista
61568,8455,Vista
61570,4057,SuperiorCard
61571,9671,ColonialVoice
61572,5367,ColonialVoice
61573,2955,Vista
61574,18171,Vista
61575,7867,Vista
61576,2787,ColonialVoice
61577,15135,ColonialVoice
61578,2865,Vista
61579,3137,Distinguish
61580,11117,Distinguish
61581,3735,Vista
61582,13874,SuperiorCard
61584,18066,Distinguish
61585,4495,Vista
61586,385,SuperiorCard
61587,4310,Vista
61588,15281,Distinguish
61589,11144,SuperiorCard
61590,17229,ColonialVoice
61591,489,SuperiorCard
61592,13713,Distinguish
61593,4096,Vista
61594,2158,Vista
61596,2630,Distinguish
61597,18179,ColonialVoice
61598,705,Vista
61599,5497,Vista
61600,18081,Distinguish
61601,9616,ColonialVoice
61602,9158,SuperiorCard
61603,8391,Vista
61604,537,Vista
61605,3248,Distinguish
61606,259,SuperiorCard
61607,14024,Vista
61608,4764,Distinguish
61609,397,SuperiorCard
61610,18388,ColonialVoice
61611,7336,Distinguish
61612,11805,ColonialVoice
61613,5475,Distinguish
61614,9387,Vista
61615,3794,Vista
61616,15873,Distinguish
61617,5204,ColonialVoice
61618,6002,Distinguish
61619,308,SuperiorCard
61620,2973,ColonialVoice
61621,4608,Vista
61622,63,Distinguish
61623,13093,Distinguish
61624,1228,Distinguish
61625,8483,Distinguish
61626,17619,Distinguish
61627,1118,SuperiorCard
61628,11891,ColonialVoice
61629,10194,Distinguish
61630,4485,ColonialVoice
61631,5446,Distinguish
61632,18745,Distinguish
61633,6988,SuperiorCard
61634,4985,ColonialVoice
61635,1987,Vista
61636,4801,SuperiorCard
61637,1932,Distinguish
61638,14904,SuperiorCard
61639,2958,SuperiorCard
61640,2869,ColonialVoice
61641,3734,Distinguish
61642,17092,ColonialVoice
61644,6994,ColonialVoice
61645,7093,ColonialVoice
61646,14049,Vista
61647,9222,Distinguish
61648,10761,Distinguish
61649,3219,Distinguish
61650,884,Vista
61651,15812,SuperiorCard
61652,8529,ColonialVoice
61653,7519,SuperiorCard
61654,14580,ColonialVoice
61655,9542,Distinguish
61656,14147,Distinguish
61657,12693,SuperiorCard
61658,2358,ColonialVoice
61659,14395,Vista
61660,1433,Vista
61661,12421,SuperiorCard
61662,1467,SuperiorCard
61663,4810,ColonialVoice
61664,7048,Distinguish
61665,7039,SuperiorCard
61667,17695,Distinguish
61668,16463,Distinguish
61669,2301,ColonialVoice
61671,8321,ColonialVoice
61672,15464,SuperiorCard
61673,7358,Vista
61674,18822,Distinguish
61675,13889,SuperiorCard
61676,11779,SuperiorCard
61677,16301,Vista
61678,19214,Distinguish
61679,2269,SuperiorCard
61680,9420,Vista
61681,12901,Vista
61682,10138,SuperiorCard
61683,17822,Distinguish
61684,3717,ColonialVoice
61685,15815,SuperiorCard
61686,10975,SuperiorCard
61687,7664,SuperiorCard
61688,6638,SuperiorCard
61689,6022,SuperiorCard
61690,13371,SuperiorCard
61691,3615,SuperiorCard
61692,17272,SuperiorCard
61694,2918,SuperiorCard
61695,17021,Vista
61697,2293,SuperiorCard
61698,46,SuperiorCard
61699,2949,Vista
61700,4083,Vista
61701,280,Vista
61702,5166,ColonialVoice
61703,10804,SuperiorCard
61704,13083,Vista
61705,16455,ColonialVoice
61706,19183,ColonialVoice
61707,9548,Distinguish
61708,2122,Distinguish
61709,17337,Distinguish
61710,18307,ColonialVoice
61711,15909,Distinguish
61712,9622,Distinguish
61714,9812,Vista
61715,6806,Distinguish
61716,10265,Distinguish
61717,10806,Vista
61718,4844,Vista
61719,4268,Vista
61720,10274,Distinguish
61722,18987,Distinguish
61723,12856,Distinguish
61724,8746,SuperiorCard
61725,821,Vista
61726,3204,Vista
61728,16723,SuperiorCard
61729,5984,Distinguish
61730,11582,ColonialVoice
61731,6578,SuperiorCard
61732,9583,Vista
61733,5842,Distinguish
61734,18429,ColonialVoice
61735,6271,ColonialVoice
61736,4522,Vista
61737,5475,Distinguish
61739,12413,Distinguish
61740,17236,ColonialVoice
61741,1451,SuperiorCard
61742,14297,Vista
61744,18203,Vista
61745,9233,Distinguish
61746,12045,SuperiorCard
61747,18412,ColonialVoice
61748,11866,Distinguish
61749,9985,Distinguish
61750,808,ColonialVoice
61751,15029,SuperiorCard
61752,1698,SuperiorCard
61753,2024,ColonialVoice
61754,12919,ColonialVoice
61755,11737,SuperiorCard
61756,9167,Vista
61758,7120,ColonialVoice
61759,10477,Vista
61760,7681,ColonialVoice
61761,10449,ColonialVoice
61762,16722,Distinguish
61763,6515,Distinguish
61764,8609,Vista
61765,9443,SuperiorCard
61766,2698,ColonialVoice
61767,1614,Vista
61768,15087,Vista
61769,15021,Distinguish
61770,17144,ColonialVoice
61771,13982,ColonialVoice
61772,11332,Vista
61773,9131,ColonialVoice
61774,16145,Vista
61775,13143,SuperiorCard
61776,1921,Distinguish
61777,9807,SuperiorCard
61778,1018,Vista
61779,3538,ColonialVoice
61780,4018,ColonialVoice
61781,12053,ColonialVoice
61782,1751,Distinguish
61783,13112,ColonialVoice
61784,4223,Vista
61785,15349,SuperiorCard
61786,1281,SuperiorCard
61788,17824,SuperiorCard
61789,16738,Vista
61790,1739,SuperiorCard
61791,18808,Vista
61792,1355,Distinguish
61793,2662,Vista
61794,19025,ColonialVoice
61795,13136,SuperiorCard
61796,12885,ColonialVoice
61797,5313,Distinguish
61798,9634,Distinguish
61799,2881,SuperiorCard
61800,10261,Distinguish
61801,3114,ColonialVoice
61802,18025,ColonialVoice
61803,1134,SuperiorCard
61804,18508,Distinguish
61805,12733,SuperiorCard
61806,6365,SuperiorCard
61807,681,Distinguish
61808,15047,SuperiorCard
61809,17655,SuperiorCard
61810,14017,Distinguish
61811,18951,SuperiorCard
61812,8547,ColonialVoice
61813,1141,Vista
61814,10670,SuperiorCard
61815,2179,Distinguish
61816,13248,Distinguish
61818,15994,ColonialVoice
61819,17011,ColonialVoice
61820,4209,Vista
61822,15484,Vista
61823,4009,Distinguish
61824,614,ColonialVoice
61825,18794,Distinguish
61826,16224,ColonialVoice
61827,8347,ColonialVoice
61828,8484,Distinguish
61829,6620,Distinguish
61830,4374,SuperiorCard
61831,14288,ColonialVoice
61832,14385,Vista
61833,5444,ColonialVoice
61834,7914,ColonialVoice
61835,18925,Vista
61836,16553,Vista
61837,17916,SuperiorCard
61839,14183,SuperiorCard
61840,12672,Vista
61841,745,Vista
61842,15868,SuperiorCard
61843,14662,ColonialVoice
61844,16458,ColonialVoice
61845,8595,Distinguish
61846,16279,Distinguish
61847,16371,Distinguish
61848,3775,ColonialVoice
61849,68,SuperiorCard
61850,10684,SuperiorCard
61851,3526,Vista
61852,4355,Distinguish
61853,14175,ColonialVoice
61854,14637,ColonialVoice
61855,7130,Distinguish
61856,16720,Vista
61857,14433,SuperiorCard
61858,3197,SuperiorCard
61859,8319,SuperiorCard
61860,9018,Vista
61861,13154,ColonialVoice
61862,6610,ColonialVoice
61863,6534,Vista
61864,9459,ColonialVoice
61866,10017,ColonialVoice
61867,7322,Distinguish
61868,12666,Vista
61869,3378,Vista
61870,10131,Vista
61871,905,ColonialVoice
61872,11572,ColonialVoice
61873,15877,ColonialVoice
61874,9182,Vista
61875,8906,Vista
61876,15914,SuperiorCard
61877,8468,ColonialVoice
61878,12043,Distinguish
61879,18585,Vista
61880,16726,Vista
61881,3045,Vista
61882,17274,Vista
61883,8244,SuperiorCard
61884,5383,Distinguish
61885,5711,ColonialVoice
61886,13078,Vista
61887,17006,SuperiorCard
61888,7192,ColonialVoice
61889,9325,Distinguish
61890,7564,Distinguish
61891,11431,Distinguish
61892,4759,Vista
61893,7328,Distinguish
61894,7463,SuperiorCard
61895,10355,ColonialVoice
61896,17850,Vista
61897,12034,ColonialVoice
61898,18797,Vista
61899,493,ColonialVoice
61900,6124,Distinguish
61901,6555,ColonialVoice
61902,11513,ColonialVoice
61903,6521,SuperiorCard
61904,89,SuperiorCard
61905,15963,Vista
61906,11824,Vista
61907,10218,Vista
61908,12756,Vista
61909,3994,Distinguish
61910,13514,Distinguish
61911,9161,Vista
61912,16011,Distinguish
61913,3001,ColonialVoice
61914,17998,SuperiorCard
61915,11361,Vista
61916,7995,Vista
61917,13491,Vista
61918,1234,Vista
61919,1378,Distinguish
61920,12270,Vista
61921,13418,Distinguish
61922,10905,SuperiorCard
61923,17383,SuperiorCard
61924,17670,ColonialVoice
61925,11112,SuperiorCard
61926,1129,ColonialVoice
61927,1129,ColonialVoice
61928,11523,Distinguish
61929,15781,SuperiorCard
61930,10168,Distinguish
61931,2437,ColonialVoice
61932,11275,Distinguish
61933,8541,Distinguish
61934,16461,Vista
61935,18858,SuperiorCard
61936,10323,ColonialVoice
61937,15853,Distinguish
61938,3142,Vista
61939,7945,ColonialVoice
61940,9738,Vista
61941,13212,Distinguish
61943,11304,ColonialVoice
61944,5746,SuperiorCard
61945,11409,Vista
61946,15877,ColonialVoice
61947,14524,Vista
61948,1937,Vista
61949,15173,Vista
61950,13859,Distinguish
61951,13102,ColonialVoice
61952,13448,SuperiorCard
61953,9740,ColonialVoice
61954,10378,Vista
61955,1233,Distinguish
61956,2716,SuperiorCard
61957,6166,ColonialVoice
61958,898,SuperiorCard
61959,15885,Distinguish
61960,2656,Vista
61961,3687,SuperiorCard
61962,10659,Vista
61963,10571,ColonialVoice
61964,2744,SuperiorCard
61965,17101,Distinguish
61966,6341,Distinguish
61967,4756,SuperiorCard
61968,10462,Vista
61969,10479,ColonialVoice
61970,12798,SuperiorCard
61971,12730,Vista
61972,11057,SuperiorCard
61973,16513,ColonialVoice
61974,849,SuperiorCard
61975,15904,Distinguish
61977,12359,SuperiorCard
61978,12588,ColonialVoice
61979,4737,SuperiorCard
61980,5392,Vista
61981,18750,SuperiorCard
61982,6148,SuperiorCard
61983,16191,ColonialVoice
